t,cpu_util,mem_util
4901,0.2762,0.358
4902,0.2813,0.3728
4903,0.2853,0.3559
4904,0.2922,0.3735
4905,0.3372,0.3724
4906,0.3626,0.3588
4907,0.3777,0.3526
4908,0.3571,0.3799
4909,0.3465,0.3591
4910,0.3447,0.349
4911,0.3295,0.3645
4912,0.3405,0.3684
4913,0.3481,0.3569
4914,0.3265,0.3723
4915,0.3516,0.3878
4916,0.3536,0.3925
4917,0.3188,0.3828
4918,0.3193,0.3758
4919,0.3265,0.3803
4920,0.3471,0.3606
4921,0.3405,0.3813
4922,0.3575,0.4067
4923,0.3609,0.4021
4924,0.3341,0.4066
4925,0.3066,0.4233
4926,0.3312,0.4509
4927,0.356,0.4714
4928,0.3622,0.4417
4929,0.3915,0.4345
4930,0.4106,0.4398
4931,0.4212,0.43
4932,0.3994,0.4548
4933,0.4316,0.4762
4934,0.4382,0.4601
4935,0.4261,0.4545
4936,0.4089,0.4403
4937,0.4111,0.4349
4938,0.3746,0.4294
4939,0.3874,0.4417
4940,0.3665,0.4259
4941,0.373,0.3848
4942,0.3615,0.3606
4943,0.3556,0.3459
4944,0.3402,0.3374
4945,0.3374,0.3419
4946,0.3759,0.3273
4947,0.4023,0.3112
4948,0.4067,0.3
4949,0.4034,0.2865
4950,0.4176,0.2819
4951,0.4368,0.2769
4952,0.4159,0.2913
4953,0.4111,0.28
4954,0.3716,0.2787
4955,0.3929,0.2746
4956,0.4321,0.2909
4957,0.4296,0.2922
4958,0.3831,0.3114
4959,0.3936,0.2969
4960,0.3734,0.2995
4961,0.3589,0.2941
4962,0.371,0.2791
4963,0.3751,0.2821
4964,0.364,0.312
4965,0.3504,0.302
4966,0.3529,0.3032
4967,0.3445,0.2866
4968,0.3226,0.2684
4969,0.3173,0.2611
4970,0.3258,0.2591
4971,0.3234,0.2578
4972,0.2965,0.2593
4973,0.3189,0.2394
4974,0.2657,0.2357
4975,0.261,0.249
4976,0.253,0.2338
4977,0.2608,0.2343
4978,0.2765,0.2446
4979,0.3027,0.2382
4980,0.2909,0.249
4981,0.3055,0.2315
4982,0.3117,0.2507
4983,0.2794,0.2614
4984,0.3209,0.267
4985,0.2936,0.2884
4986,0.3048,0.2871
4987,0.3149,0.2815
4988,0.3221,0.3061
4989,0.3136,0.3366
4990,0.332,0.328
4991,0.3017,0.3283
4992,0.3028,0.3461
4993,0.2939,0.3463
4994,0.2831,0.3565
4995,0.2951,0.3692
4996,0.3193,0.3612
4997,0.314,0.3682
4998,0.3314,0.3686
4999,0.3334,0.3508
5000,0.3163,0.3371
5001,0.3129,0.3291
5002,0.3087,0.345
5003,0.2969,0.3608
5004,0.3081,0.3729
5005,0.3149,0.3797
5006,0.2848,0.3859
5007,0.255,0.3899
5008,0.2683,0.3956
5009,0.2561,0.4021
5010,0.2668,0.3801
5011,0.2866,0.3683
5012,0.2643,0.3533
5013,0.2404,0.371
5014,0.2794,0.3962
5015,0.2899,0.363
5016,0.2845,0.3871
5017,0.2691,0.3882
5018,0.263,0.403
5019,0.2435,0.4097
5020,0.2665,0.4301
5021,0.2551,0.4313
5022,0.2818,0.4088
5023,0.2772,0.406
5024,0.2599,0.4127
5025,0.2559,0.4082
5026,0.2081,0.4169
5027,0.2128,0.4144
5028,0.2163,0.4041
5029,0.2394,0.3869
5030,0.2072,0.3807
5031,0.2376,0.3838
5032,0.2597,0.3542
5033,0.2892,0.3436
5034,0.2912,0.3151
5035,0.3144,0.3084
5036,0.2868,0.3292
5037,0.3042,0.3135
5038,0.2911,0.3267
5039,0.261,0.3715
5040,0.2429,0.3937
5041,0.2484,0.3951
5042,0.237,0.4074
5043,0.2502,0.3858
5044,0.219,0.3619
5045,0.183,0.3631
5046,0.2188,0.3697
5047,0.2434,0.3866
5048,0.2278,0.3778
5049,0.2338,0.3808
5050,0.26,0.3831
5051,0.2729,0.381
5052,0.2797,0.3799
5053,0.3051,0.3671
5054,0.2928,0.3718
5055,0.2963,0.375
5056,0.2986,0.3686
5057,0.2957,0.3791
5058,0.2906,0.3945
5059,0.2951,0.4041
5060,0.2985,0.3875
5061,0.2801,0.3887
5062,0.2996,0.3747
5063,0.2826,0.3764
5064,0.2816,0.3629
5065,0.2791,0.3827
5066,0.2898,0.3944
5067,0.2505,0.4111
5068,0.2733,0.4256
5069,0.2636,0.4197
5070,0.2923,0.4118
5071,0.2856,0.4366
5072,0.2878,0.4319
5073,0.3292,0.4095
5074,0.3247,0.4234
5075,0.3508,0.4238
5076,0.3515,0.4447
5077,0.3597,0.4457
5078,0.3606,0.4428
5079,0.3771,0.4632
5080,0.362,0.4368
5081,0.3417,0.4257
5082,0.3294,0.4106
5083,0.3324,0.3764
5084,0.3289,0.3897
5085,0.3441,0.3809
5086,0.3705,0.3945
5087,0.35,0.3997
5088,0.3353,0.408
5089,0.3073,0.4001
5090,0.35,0.3878
5091,0.3561,0.3889
5092,0.3654,0.4023
5093,0.3378,0.4006
5094,0.3384,0.3893
5095,0.3492,0.3709
5096,0.3442,0.3744
5097,0.366,0.3663
5098,0.4114,0.3657
5099,0.3894,0.3627
5100,0.367,0.3568
5101,0.3486,0.3621
5102,0.3808,0.3711
5103,0.4001,0.401
5104,0.3949,0.4115
5105,0.3934,0.4341
5106,0.3749,0.4197
5107,0.3914,0.3941
5108,0.3818,0.3933
5109,0.375,0.4057
5110,0.3859,0.4151
5111,0.3803,0.4319
5112,0.3741,0.3918
5113,0.3731,0.4101
5114,0.3879,0.4139
5115,0.4189,0.3894
5116,0.4272,0.3999
5117,0.4394,0.4016
5118,0.4309,0.4065
5119,0.4127,0.4204
5120,0.4227,0.4253
5121,0.4225,0.4014
5122,0.3904,0.3984
5123,0.3818,0.3734
5124,0.3786,0.3834
5125,0.3669,0.4042
5126,0.3957,0.3846
5127,0.403,0.3743
5128,0.4278,0.3613
5129,0.4292,0.3553
5130,0.4269,0.3625
5131,0.4043,0.3565
5132,0.4018,0.3672
5133,0.3995,0.3837
5134,0.3697,0.4001
5135,0.3579,0.3825
5136,0.351,0.4032
5137,0.3593,0.4243
5138,0.368,0.4458
5139,0.3555,0.4408
5140,0.3646,0.4271
5141,0.3602,0.4104
5142,0.3023,0.3927
5143,0.295,0.3924
5144,0.3193,0.4046
5145,0.2872,0.4232
5146,0.2926,0.4142
5147,0.3272,0.4122
5148,0.3131,0.4094
5149,0.315,0.3987
5150,0.2907,0.409
5151,0.3262,0.4133
5152,0.3257,0.4141
5153,0.3279,0.4181
5154,0.3561,0.4258
5155,0.369,0.433
5156,0.3505,0.4183
5157,0.3376,0.4302
5158,0.3481,0.4321
5159,0.3357,0.4235
5160,0.2941,0.4252
5161,0.2958,0.4286
5162,0.2689,0.4429
5163,0.3053,0.4247
5164,0.311,0.4428
5165,0.2949,0.4406
5166,0.2837,0.4306
5167,0.2492,0.4205
5168,0.2323,0.4039
5169,0.2585,0.3768
5170,0.3077,0.3871
5171,0.3243,0.4165
5172,0.3238,0.3908
5173,0.3164,0.3761
5174,0.299,0.3875
5175,0.3427,0.3865
5176,0.3393,0.3988
5177,0.3822,0.3965
5178,0.4665,0.4809
5179,0.4198,0.4628
5180,0.3979,0.4148
5181,0.3779,0.3886
5182,0.3712,0.396
5183,0.3406,0.3671
5184,0.401,0.3887
5185,0.3769,0.3949
5186,0.3802,0.3605
5187,0.391,0.3518
5188,0.3889,0.3728
5189,0.3892,0.3974
5190,0.3663,0.4171
5191,0.3676,0.4121
5192,0.377,0.3912
5193,0.3822,0.3902
5194,0.392,0.39
5195,0.4181,0.4131
5196,0.4335,0.4152
5197,0.4307,0.414
5198,0.4032,0.4137
5199,0.3886,0.4184
5200,0.3823,0.4263
5201,0.3857,0.4135
5202,0.3743,0.3963
5203,0.3544,0.4162
5204,0.3304,0.3902
5205,0.2984,0.4143
5206,0.2963,0.3843
5207,0.2696,0.3754
5208,0.2536,0.3901
5209,0.2505,0.3897
5210,0.2288,0.3696
5211,0.2424,0.3764
5212,0.2626,0.3775
5213,0.256,0.3744
5214,0.2519,0.3653
5215,0.2676,0.3653
5216,0.2574,0.3572
5217,0.2464,0.3946
5218,0.2755,0.3904
5219,0.2969,0.3844
5220,0.3116,0.3761
5221,0.332,0.4029
5222,0.2934,0.3774
5223,0.3233,0.3829
5224,0.3325,0.3792
5225,0.3536,0.3579
5226,0.3611,0.3465
5227,0.3616,0.3526
5228,0.3555,0.3407
5229,0.3625,0.3462
5230,0.3557,0.3735
5231,0.3728,0.3763
5232,0.3399,0.3546
5233,0.3296,0.3429
5234,0.3715,0.3402
5235,0.3579,0.3365
5236,0.3527,0.3405
5237,0.3349,0.3467
5238,0.3424,0.374
5239,0.3281,0.3742
5240,0.3254,0.3572
5241,0.3436,0.3754
5242,0.33,0.3945
5243,0.3468,0.3974
5244,0.3634,0.393
5245,0.3838,0.4018
5246,0.3849,0.3978
5247,0.448,0.3663
5248,0.4642,0.3753
5249,0.465,0.3888
5250,0.4417,0.4101
5251,0.4352,0.3979
5252,0.4595,0.4006
5253,0.4882,0.4035
5254,0.5108,0.4038
5255,0.5185,0.4046
5256,0.485,0.4042
5257,0.4879,0.4064
5258,0.4562,0.4164
5259,0.4212,0.4333
5260,0.4224,0.4198
5261,0.4292,0.4156
5262,0.4433,0.4079
5263,0.4486,0.3983
5264,0.4543,0.3733
5265,0.4294,0.3739
5266,0.4233,0.3814
5267,0.3895,0.379
5268,0.3475,0.3789
5269,0.3624,0.3852
5270,0.3467,0.4062
5271,0.3644,0.3988
5272,0.3858,0.3805
5273,0.3716,0.3791
5274,0.3823,0.4074
5275,0.3675,0.3889
5276,0.3297,0.3983
5277,0.3332,0.4149
5278,0.3246,0.3781
5279,0.3171,0.3843
5280,0.3582,0.3932
5281,0.3273,0.3886
5282,0.3361,0.3786
5283,0.3169,0.3698
5284,0.3367,0.3653
5285,0.3434,0.3613
5286,0.3513,0.3547
5287,0.3323,0.3506
5288,0.3179,0.3696
5289,0.338,0.3518
5290,0.374,0.3267
5291,0.3825,0.3469
5292,0.3629,0.3454
5293,0.369,0.3409
5294,0.4166,0.3408
5295,0.4153,0.3455
5296,0.4413,0.339
5297,0.4219,0.3483
5298,0.4175,0.3351
5299,0.4265,0.3324
5300,0.4306,0.3011
5301,0.4113,0.3218
5302,0.392,0.3215
5303,0.4097,0.3339
5304,0.4305,0.3429
5305,0.4567,0.3526
5306,0.4875,0.3536
5307,0.4833,0.3605
5308,0.4704,0.3468
5309,0.4914,0.3306
5310,0.4986,0.331
5311,0.4715,0.3228
5312,0.4448,0.3465
5313,0.4499,0.3534
5314,0.4413,0.3438
5315,0.4362,0.3411
5316,0.4534,0.3447
5317,0.4634,0.3451
5318,0.4843,0.3506
5319,0.439,0.3528
5320,0.4396,0.333
5321,0.449,0.3026
5322,0.4135,0.3001
5323,0.3973,0.3117
5324,0.3781,0.309
5325,0.3771,0.3304
5326,0.4083,0.3317
5327,0.4458,0.354
5328,0.4248,0.3723
5329,0.4316,0.3884
5330,0.4387,0.37
5331,0.442,0.3706
5332,0.4454,0.3893
5333,0.4467,0.3931
5334,0.4756,0.4008
5335,0.4914,0.3792
5336,0.4631,0.408
5337,0.4733,0.395
5338,0.485,0.3645
5339,0.4846,0.3599
5340,0.5005,0.3239
5341,0.4967,0.3099
5342,0.4934,0.3511
5343,0.4886,0.3466
5344,0.4413,0.3265
5345,0.4352,0.329
5346,0.4175,0.3176
5347,0.3904,0.333
5348,0.4171,0.3216
5349,0.4238,0.328
5350,0.4195,0.3128
5351,0.4048,0.3545
5352,0.4079,0.3631
5353,0.4249,0.3616
5354,0.4046,0.3579
5355,0.4018,0.3505
5356,0.4165,0.3403
5357,0.3745,0.33
5358,0.3721,0.3572
5359,0.3624,0.3498
5360,0.3591,0.3191
5361,0.3486,0.304
5362,0.3515,0.321
5363,0.3899,0.3196
5364,0.3814,0.32
5365,0.3857,0.3399
5366,0.4238,0.3299
5367,0.4091,0.3414
5368,0.4424,0.3329
5369,0.4379,0.3434
5370,0.4691,0.339
5371,0.4782,0.337
5372,0.4779,0.351
5373,0.4702,0.3634
5374,0.4517,0.3616
5375,0.4482,0.3553
5376,0.4612,0.3802
5377,0.4554,0.3891
5378,0.4438,0.3828
5379,0.4341,0.3729
5380,0.4497,0.3886
5381,0.4692,0.39
5382,0.4499,0.3871
5383,0.4316,0.3886
5384,0.4351,0.3933
5385,0.4614,0.3919
5386,0.4787,0.4095
5387,0.4472,0.4272
5388,0.4371,0.4333
5389,0.4141,0.4518
5390,0.4056,0.449
5391,0.4349,0.4566
5392,0.4022,0.4686
5393,0.3672,0.4804
5394,0.3498,0.4901
5395,0.3555,0.4952
5396,0.3677,0.5199
5397,0.3755,0.5062
5398,0.3978,0.4988
5399,0.3601,0.4909
5400,0.3834,0.4809
5401,0.3755,0.447
5402,0.3888,0.465
5403,0.3604,0.4462
5404,0.36,0.4461
5405,0.3642,0.4221
5406,0.3866,0.4297
5407,0.3531,0.416
5408,0.3535,0.3975
5409,0.3317,0.3997
5410,0.3427,0.3884
5411,0.3586,0.3795
5412,0.3839,0.3821
5413,0.3715,0.394
5414,0.389,0.3811
5415,0.4143,0.3662
5416,0.3782,0.3671
5417,0.389,0.3757
5418,0.4062,0.3979
5419,0.3982,0.3811
5420,0.3716,0.3763
5421,0.3894,0.394
5422,0.3634,0.4231
5423,0.3592,0.4065
5424,0.3579,0.3943
5425,0.3719,0.3995
5426,0.3582,0.39
5427,0.3441,0.3782
5428,0.3464,0.382
5429,0.3667,0.4051
5430,0.4116,0.3845
5431,0.3784,0.4068
5432,0.3833,0.3971
5433,0.3599,0.4016
5434,0.3798,0.4246
5435,0.5076,0.5232
5436,0.4709,0.5022
5437,0.4401,0.4989
5438,0.4231,0.4838
5439,0.3406,0.4318
5440,0.3507,0.4267
5441,0.3505,0.4377
5442,0.3239,0.4145
5443,0.4981,0.5633
5444,0.4732,0.5161
5445,0.4764,0.4939
5446,0.4442,0.4529
5447,0.3975,0.4283
5448,0.386,0.4001
5449,0.403,0.4133
5450,0.3976,0.3902
5451,0.3861,0.3647
5452,0.3626,0.364
5453,0.3635,0.3545
5454,0.3423,0.3538
5455,0.3282,0.3543
5456,0.3406,0.3747
5457,0.304,0.3881
5458,0.3318,0.3941
5459,0.3452,0.3848
5460,0.3634,0.3915
5461,0.3739,0.3706
5462,0.3695,0.3616
5463,0.3472,0.3838
5464,0.3446,0.4032
5465,0.3253,0.4088
5466,0.3363,0.3787
5467,0.3531,0.3607
5468,0.3825,0.3513
5469,0.3883,0.3498
5470,0.4049,0.3323
5471,0.3962,0.3305
5472,0.3843,0.359
5473,0.3921,0.3658
5474,0.3823,0.3697
5475,0.386,0.3548
5476,0.363,0.3313
5477,0.3447,0.3148
5478,0.3577,0.2922
5479,0.375,0.2968
5480,0.3541,0.3059
5481,0.3673,0.2944
5482,0.3558,0.3
5483,0.3558,0.3253
5484,0.3839,0.3568
5485,0.3983,0.3693
5486,0.4118,0.3671
5487,0.4469,0.3787
5488,0.428,0.399
5489,0.4044,0.3682
5490,0.3872,0.3909
5491,0.3802,0.3823
5492,0.3316,0.3742
5493,0.3284,0.3691
5494,0.3186,0.3743
5495,0.3358,0.3579
5496,0.3436,0.3545
5497,0.3319,0.3634
5498,0.3446,0.3673
5499,0.3593,0.3735
5500,0.3435,0.3689
5501,0.334,0.3798
5502,0.2903,0.3956
5503,0.2714,0.41
5504,0.2605,0.4152
5505,0.2665,0.4279
5506,0.2517,0.439
5507,0.2464,0.4768
5508,0.2271,0.4912
5509,0.2366,0.4854
5510,0.2508,0.4675
5511,0.2638,0.4601
5512,0.2684,0.4519
5513,0.2416,0.4567
5514,0.2347,0.4431
5515,0.2323,0.4585
5516,0.2301,0.4345
5517,0.2376,0.4078
5518,0.2717,0.4047
5519,0.2919,0.3911
5520,0.275,0.3718
5521,0.2924,0.3625
5522,0.308,0.3518
5523,0.294,0.3531
5524,0.3138,0.3449
5525,0.3124,0.3382
5526,0.2861,0.3398
5527,0.2984,0.3566
5528,0.3053,0.3796
5529,0.303,0.3818
5530,0.3046,0.3851
5531,0.2925,0.3822
5532,0.3075,0.3893
5533,0.3088,0.3948
5534,0.3142,0.4141
5535,0.3231,0.3844
5536,0.3014,0.3807
5537,0.2859,0.3858
5538,0.2449,0.3851
5539,0.2615,0.3708
5540,0.2417,0.3517
5541,0.2497,0.365
5542,0.2622,0.3542
5543,0.3455,0.3945
5544,0.3147,0.3994
5545,0.3093,0.3992
5546,0.3398,0.3913
5547,0.3704,0.3726
5548,0.3856,0.3674
5549,0.3875,0.3829
5550,0.363,0.3558
5551,0.3746,0.331
5552,0.3684,0.3216
5553,0.3771,0.3219
5554,0.3511,0.3048
5555,0.3476,0.3175
5556,0.351,0.3363
5557,0.3559,0.3423
5558,0.3654,0.3522
5559,0.3531,0.3574
5560,0.3261,0.3584
5561,0.3598,0.3399
5562,0.409,0.3261
5563,0.415,0.3079
5564,0.3853,0.3086
5565,0.3681,0.3149
5566,0.3774,0.2958
5567,0.4028,0.3003
5568,0.3759,0.2903
5569,0.3721,0.2779
5570,0.3749,0.2726
5571,0.391,0.2601
5572,0.3821,0.274
5573,0.3492,0.2757
5574,0.3617,0.2921
5575,0.3836,0.289
5576,0.3802,0.2865
5577,0.3868,0.3183
5578,0.3755,0.2965
5579,0.3573,0.3191
5580,0.3775,0.3463
5581,0.3838,0.3592
5582,0.392,0.355
5583,0.4199,0.3774
5584,0.3953,0.3727
5585,0.382,0.3624
5586,0.3836,0.3573
5587,0.3706,0.3497
5588,0.3852,0.3367
5589,0.3797,0.3551
5590,0.3584,0.3445
5591,0.3593,0.3454
5592,0.3622,0.3252
5593,0.3803,0.3278
5594,0.3867,0.3126
5595,0.394,0.2976
5596,0.3982,0.2992
5597,0.3921,0.3183
5598,0.3756,0.3274
5599,0.3801,0.3371
5600,0.372,0.3369
5601,0.4047,0.3336
5602,0.4288,0.3473
5603,0.4375,0.3402
5604,0.4407,0.3543
5605,0.4344,0.3738
5606,0.405,0.3615
5607,0.3979,0.3518
5608,0.3975,0.3447
5609,0.3997,0.3241
5610,0.4066,0.3193
5611,0.4222,0.3413
5612,0.4048,0.3271
5613,0.3884,0.3491
5614,0.4155,0.3439
5615,0.4276,0.377
5616,0.4159,0.3669
5617,0.4105,0.3653
5618,0.4054,0.3522
5619,0.4033,0.343
5620,0.4101,0.3646
5621,0.4578,0.3723
5622,0.4562,0.388
5623,0.4641,0.368
5624,0.4247,0.3783
5625,0.4112,0.3638
5626,0.4328,0.3444
5627,0.4367,0.3494
5628,0.3445,0.354
5629,0.3583,0.3559
5630,0.3962,0.3676
5631,0.354,0.3812
5632,0.3842,0.4032
5633,0.3271,0.3844
5634,0.347,0.4068
5635,0.3469,0.4339
5636,0.3001,0.4263
5637,0.3115,0.3994
5638,0.3365,0.3779
5639,0.3444,0.371
5640,0.3564,0.4016
5641,0.3478,0.401
5642,0.3107,0.3909
5643,0.3265,0.3802
5644,0.3627,0.3603
5645,0.3846,0.3742
5646,0.3432,0.3731
5647,0.3132,0.4049
5648,0.2981,0.4133
5649,0.2689,0.4244
5650,0.2738,0.419
5651,0.2855,0.4011
5652,0.2601,0.3871
5653,0.2801,0.3663
5654,0.2956,0.3805
5655,0.2874,0.3747
5656,0.2871,0.3892
5657,0.2512,0.3909
5658,0.2495,0.3861
5659,0.2547,0.3683
5660,0.2628,0.3733
5661,0.2748,0.3703
5662,0.2834,0.3842
5663,0.2815,0.3733
5664,0.2906,0.3828
5665,0.3136,0.4073
5666,0.3135,0.4103
5667,0.3217,0.4209
5668,0.3194,0.4278
5669,0.308,0.4544
5670,0.3205,0.457
5671,0.3109,0.4644
5672,0.3206,0.4605
5673,0.3226,0.4456
5674,0.3179,0.4249
5675,0.313,0.4421
5676,0.3047,0.4245
5677,0.274,0.4339
5678,0.2855,0.438
5679,0.2933,0.4494
5680,0.3131,0.4389
5681,0.3044,0.4247
5682,0.3445,0.4286
5683,0.3372,0.4223
5684,0.3204,0.4021
5685,0.302,0.4303
5686,0.2697,0.4164
5687,0.3044,0.4001
5688,0.3341,0.3956
5689,0.3469,0.4138
5690,0.3291,0.3799
5691,0.3664,0.3975
5692,0.3585,0.3831
5693,0.3527,0.387
5694,0.3813,0.3765
5695,0.3929,0.4066
5696,0.4348,0.4074
5697,0.4356,0.3956
5698,0.4233,0.3905
5699,0.4074,0.3914
5700,0.3676,0.3936
5701,0.3612,0.3997
5702,0.3835,0.3989
5703,0.3938,0.3775
5704,0.392,0.3725
5705,0.37,0.3819
5706,0.3736,0.3717
5707,0.3926,0.3822
5708,0.3991,0.3825
5709,0.4,0.3792
5710,0.3816,0.3971
5711,0.3973,0.3704
5712,0.3323,0.3606
5713,0.3409,0.3799
5714,0.3927,0.4073
5715,0.3604,0.4405
5716,0.3551,0.4389
5717,0.3547,0.4434
5718,0.3452,0.4531
5719,0.3661,0.4693
5720,0.3748,0.4704
5721,0.3766,0.4807
5722,0.3912,0.4836
5723,0.3895,0.4873
5724,0.4511,0.4692
5725,0.4491,0.4607
5726,0.448,0.4496
5727,0.4089,0.429
5728,0.3951,0.4023
5729,0.4158,0.395
5730,0.3858,0.3905
5731,0.3409,0.3916
5732,0.342,0.3995
5733,0.3698,0.4015
5734,0.3696,0.3968
5735,0.3619,0.3824
5736,0.3242,0.3955
5737,0.3345,0.3933
5738,0.3485,0.3863
5739,0.3129,0.3832
5740,0.3375,0.3721
5741,0.3534,0.3645
5742,0.3759,0.3567
5743,0.3863,0.3533
5744,0.3975,0.3642
5745,0.4056,0.3709
5746,0.4202,0.3945
5747,0.3803,0.4121
5748,0.3487,0.4402
5749,0.3341,0.4461
5750,0.3323,0.4516
5751,0.3409,0.4415
5752,0.3479,0.4514
5753,0.3703,0.4387
5754,0.3923,0.4143
5755,0.3727,0.4358
5756,0.3764,0.4148
5757,0.3581,0.42
5758,0.3539,0.4052
5759,0.3602,0.4211
5760,0.2915,0.4384
5761,0.3426,0.444
5762,0.3543,0.4602
5763,0.3422,0.4571
5764,0.3811,0.4875
5765,0.3726,0.4944
5766,0.3741,0.4763
5767,0.3632,0.4735
5768,0.3956,0.4675
5769,0.3912,0.4602
5770,0.3921,0.4321
5771,0.4141,0.4359
5772,0.4226,0.4128
5773,0.4179,0.3736
5774,0.4367,0.3687
5775,0.4831,0.3578
5776,0.4828,0.3458
5777,0.4785,0.3006
5778,0.4755,0.291
5779,0.4954,0.292
5780,0.4762,0.286
5781,0.4643,0.2956
5782,0.4278,0.3198
5783,0.4003,0.33
5784,0.3874,0.3474
5785,0.3844,0.3653
5786,0.4181,0.3506
5787,0.4254,0.3584
5788,0.4034,0.3742
5789,0.3861,0.3679
5790,0.4118,0.3565
5791,0.4313,0.3654
5792,0.4278,0.3438
5793,0.415,0.3289
5794,0.4343,0.3209
5795,0.4102,0.3301
5796,0.415,0.3353
5797,0.4572,0.3526
5798,0.456,0.3399
5799,0.4352,0.3268
5800,0.4391,0.3368
5801,0.4253,0.3266
5802,0.3936,0.3197
5803,0.4055,0.2942
5804,0.425,0.302
5805,0.4151,0.3283
5806,0.4043,0.3149
5807,0.3823,0.3328
5808,0.3777,0.3338
5809,0.3651,0.3092
5810,0.3441,0.2986
5811,0.3822,0.2875
5812,0.39,0.2865
5813,0.3994,0.2965
5814,0.4146,0.3276
5815,0.4268,0.3082
5816,0.4147,0.3038
5817,0.4169,0.2934
5818,0.4082,0.2778
5819,0.414,0.2834
5820,0.4177,0.2873
5821,0.4066,0.2638
5822,0.3772,0.2687
5823,0.3788,0.255
5824,0.3733,0.2602
5825,0.3343,0.2841
5826,0.3452,0.2948
5827,0.3648,0.3009
5828,0.4146,0.2961
5829,0.4035,0.3005
5830,0.3901,0.3121
5831,0.3659,0.3218
5832,0.3693,0.3226
5833,0.3724,0.3282
5834,0.355,0.3105
5835,0.3513,0.3023
5836,0.3116,0.316
5837,0.3321,0.3312
5838,0.3176,0.3346
5839,0.3185,0.3586
5840,0.2915,0.367
5841,0.2828,0.3641
5842,0.2806,0.3464
5843,0.2838,0.3693
5844,0.2967,0.3813
5845,0.3282,0.4082
5846,0.3439,0.4396
5847,0.3635,0.4179
5848,0.3917,0.3971
5849,0.401,0.3535
5850,0.3977,0.3683
5851,0.4155,0.3786
5852,0.4337,0.3802
5853,0.4425,0.3618
5854,0.4088,0.3612
5855,0.389,0.3647
5856,0.3816,0.377
5857,0.3956,0.3813
5858,0.3929,0.3912
5859,0.4135,0.3889
5860,0.4366,0.4062
5861,0.4563,0.4146
5862,0.4751,0.3955
5863,0.4481,0.4157
5864,0.4528,0.4326
5865,0.4355,0.4375
5866,0.3983,0.4394
5867,0.3901,0.4619
5868,0.4146,0.4341
5869,0.4206,0.4506
5870,0.4574,0.4406
5871,0.4556,0.4546
5872,0.4993,0.4535
5873,0.4953,0.4319
5874,0.4885,0.4224
5875,0.456,0.436
5876,0.4729,0.4306
5877,0.4567,0.4192
5878,0.4385,0.4083
5879,0.4597,0.4168
5880,0.4773,0.4415
5881,0.4936,0.407
5882,0.4792,0.4479
5883,0.4717,0.4482
5884,0.4644,0.4542
5885,0.4744,0.4447
5886,0.4992,0.4421
5887,0.4991,0.4425
5888,0.5312,0.4242
5889,0.54,0.4104
5890,0.5258,0.4269
5891,0.5336,0.4018
5892,0.5586,0.4075
5893,0.5881,0.4009
5894,0.5999,0.3856
5895,0.5879,0.415
5896,0.5717,0.3992
5897,0.5722,0.3815
5898,0.5945,0.3787
5899,0.591,0.3672
5900,0.588,0.3678
5901,0.5771,0.3706
5902,0.5592,0.3745
5903,0.5455,0.3729
5904,0.5385,0.3626
5905,0.5634,0.373
5906,0.5479,0.3716
5907,0.5391,0.3645
5908,0.5123,0.3873
5909,0.5185,0.3852
5910,0.5374,0.4014
5911,0.5606,0.4189
5912,0.5541,0.4367
5913,0.5554,0.4448
5914,0.542,0.4422
5915,0.543,0.4387
5916,0.5396,0.4327
5917,0.5313,0.3981
5918,0.525,0.4082
5919,0.5253,0.4107
5920,0.5106,0.4219
5921,0.4978,0.4184
5922,0.5245,0.4269
5923,0.57,0.4043
5924,0.5349,0.3858
5925,0.5005,0.3484
5926,0.4738,0.3477
5927,0.4656,0.3374
5928,0.4777,0.3255
5929,0.4831,0.3327
5930,0.4799,0.3282
5931,0.484,0.3088
5932,0.4635,0.3498
5933,0.4529,0.3505
5934,0.4474,0.3354
5935,0.4108,0.3272
5936,0.3845,0.3267
5937,0.3604,0.3262
5938,0.3751,0.3479
5939,0.3788,0.348
5940,0.3896,0.3771
5941,0.3508,0.3707
5942,0.3211,0.3775
5943,0.3358,0.3929
5944,0.2809,0.4103
5945,0.3089,0.4288
5946,0.2745,0.4227
5947,0.2951,0.421
5948,0.2801,0.3821
5949,0.3046,0.3791
5950,0.371,0.3955
5951,0.3245,0.4083
5952,0.3397,0.4059
5953,0.304,0.4304
5954,0.3149,0.4226
5955,0.3125,0.4101
5956,0.3169,0.4019
5957,0.3004,0.3842
5958,0.3185,0.3934
5959,0.2911,0.3972
5960,0.3188,0.4056
5961,0.3122,0.3984
5962,0.2861,0.3968
5963,0.3212,0.3634
5964,0.3212,0.3697
5965,0.3608,0.3716
5966,0.3847,0.3555
5967,0.5903,0.5119
5968,0.5535,0.4849
5969,0.5261,0.4921
5970,0.5313,0.4589
5971,0.517,0.4499
5972,0.5003,0.4216
5973,0.4787,0.4038
5974,0.4628,0.4005
5975,0.476,0.3909
5976,0.4637,0.3857
5977,0.445,0.3865
5978,0.4246,0.3755
5979,0.4061,0.3861
5980,0.3721,0.3788
5981,0.3533,0.3754
5982,0.3809,0.3792
5983,0.3733,0.3812
5984,0.3715,0.3804
5985,0.3209,0.3851
5986,0.3337,0.3919
5987,0.3313,0.3866
5988,0.3226,0.3703
5989,0.3276,0.3492
5990,0.3188,0.3254
5991,0.2779,0.354
